id_individu,cluster_kmeans,cluster_cah,target,Dim.1,Dim.2,Dim.3
946,1,2,Graduate,0.380474086034215,-1.2741199791213023,-1.2056800959409864
947,1,2,Graduate,0.05239229076220273,1.1494069106458193,0.5628520828088606
948,3,1,Dropout,-3.5412304019743637,0.4081733706078923,-0.770896105714898
949,1,2,Graduate,1.89882578796462,1.74072910071604,-0.6934483420130577
950,3,1,Dropout,-4.378749322464903,2.1014968647827565,1.978123236525024
951,1,2,Graduate,-0.6705738369237308,0.41400986168728143,0.5412934162322591
952,3,1,Dropout,-3.382589374022808,4.507031393461105,1.522257170208294
953,1,2,Graduate,0.34706155415274176,-0.5241019637560032,2.2833160390993954
954,3,1,Dropout,-3.281545734837523,-0.14440672247295658,0.21918953817146083
955,1,2,Dropout,1.8256764726537063,1.2047765029740276,-1.6076623847655782
956,1,2,Dropout,-1.3024854532831034,-0.9461265700410854,-0.6371439362329726
957,1,2,Graduate,0.26791567891476087,-1.0558142898040477,0.5691725114885534
958,1,2,Graduate,0.1024356764743363,-0.7163678263004193,-1.3072829135828303
959,1,2,Graduate,-0.1844530902595445,-2.0684687862324727,0.7440047355014745
960,3,1,Dropout,-4.066829194725208,0.4706081636271633,-0.47859581028507353
961,3,2,Dropout,-1.3496691689352212,1.0790453081254487,-1.7141624113752336
962,2,3,Graduate,6.40037417852605,1.789273303495085,0.35554492922686776
963,1,2,Graduate,-0.5787187545659135,-0.7148840439571833,0.22813003684005437
964,1,2,Enrolled,-0.7522531308684562,0.04215642046873431,0.6156741101753324
965,1,2,Graduate,0.4907043660512895,-0.9442642786113424,-1.504097118615738
966,1,2,Graduate,0.4064412109887219,0.2632578994584056,0.665139257379436
967,3,1,Dropout,-3.8362095104006353,2.3093199135073834,1.6632533320532483
968,3,1,Dropout,-3.199383205766607,4.34593764877995,1.5764962706514078
969,3,1,Dropout,-3.9627482228875257,3.033005291824052,1.4379896726277637
970,1,2,Enrolled,-1.0989337346753072,-0.10356038208020428,0.6453046575165201
971,1,2,Graduate,-0.6582387154040292,-0.33944298416702257,-0.04810604751242476
972,3,1,Dropout,-2.714527938366968,0.29815151850225774,-0.17595723783970318
973,3,1,Dropout,-3.6774336152620415,3.6558800946898127,0.19754068674570793
974,3,1,Graduate,-1.5857344155814774,0.43462962459068566,-0.8904593972467456
975,1,2,Graduate,-0.24964888125911908,1.471006871666724,4.164016313141988
976,3,2,Enrolled,-1.1905646448970229,0.9079285097308313,-1.3393522224512253
977,1,2,Graduate,0.4395226439770257,1.4789178153393943,-1.1643095055143924
978,1,2,Graduate,-0.3414625626405951,-0.6630126686788033,0.22414771082987253
979,3,2,Dropout,-1.1390041072841446,3.160718979648135,2.5667896899932456
980,2,3,Graduate,3.2247554330680805,1.3307625002521735,-0.9583071649750384
981,1,2,Dropout,-0.5596273996909633,0.8789034812119567,-1.2647499190697697
982,1,2,Enrolled,-0.5368164105713233,1.6694395151023806,-0.20329020083315516
983,1,2,Graduate,0.08280715880525785,-0.5447493747062025,0.1643862957294177
984,1,2,Enrolled,-0.32070011412317495,1.424915998562556,1.9429600118007573
985,1,2,Dropout,-0.9928333490452723,-0.1523242860560597,-0.45812986096290814
986,1,2,Graduate,1.477056951475423,-0.5190474614507165,1.6145013815245923
987,1,2,Graduate,1.970586401674457,0.5104458770723014,5.012643224985949
988,1,1,Dropout,-1.513721863366246,-0.10890325000215613,-0.5104203289095358
989,1,2,Dropout,-0.11269359592317968,-0.07078919275146767,-1.200450254598735
990,1,2,Dropout,0.3375780612743974,1.4746211877612585,-1.6715305196168622
991,1,2,Graduate,2.055531313950046,-1.24003232144971,-0.44919095301978634
992,1,2,Graduate,0.6482575025930689,-1.4210984059742748,0.04202272390408923
993,1,2,Dropout,0.4382300859949696,-1.5399183401039302,0.7896434511179145
994,1,2,Graduate,0.6132124327060838,-1.7673498567632038,2.2933801459926513
995,1,2,Graduate,0.9459766040314724,0.8810070578843895,2.63424572569995
996,1,2,Graduate,0.5688390092814528,0.3062996010562731,0.33507252542379007
997,1,2,Enrolled,1.2743870317752999,-1.1005240373010172,-1.9946224428122
998,1,2,Enrolled,1.1739658434640383,-0.008200417176064343,0.6286534794523216
999,1,2,Graduate,0.5553501267137709,-0.8507569210708122,-1.7389770700025509
1000,1,2,Dropout,0.40781707680215734,-1.801631078160812,0.783198937094916
1001,3,1,Dropout,-3.862770384436338,-0.6785178460646895,-0.5547402778317138
1002,3,1,Dropout,-4.104581981943002,0.13705736807125293,-1.4963227806106416
1003,3,1,Graduate,-5.471292188414371,-2.6831167196251333,2.562849420882486
1004,1,2,Graduate,-0.46016266100272013,-1.6046450676517776,-1.3302112718716141
1005,1,2,Dropout,1.0087025311884277,-1.7878006216212288,-0.18120054760625684
1006,1,2,Graduate,-0.22199367203242598,-1.2882356943769415,-0.24602286984039537
1007,1,2,Graduate,2.0287698095384465,-1.8602566484585963,-0.01322818243971032
1008,1,2,Graduate,3.268577774201583,-0.3966396298370667,1.2243978560726576
1009,1,2,Graduate,1.9272863726708678,-1.6349866360045426,1.7874284129730784
1010,1,2,Graduate,0.7186757815459504,-1.1657006841529005,-1.2697562564399405
1011,1,2,Graduate,1.8716394264919995,-0.7455439771331441,-0.653077667651385
1012,1,2,Graduate,1.3896872371931501,-0.6281647799419117,-1.0122431689752684
1013,1,2,Graduate,0.13454822178520065,-1.890644120920676,1.2139199007113446
1014,3,1,Dropout,-3.7339488446045497,-0.7907707985771113,-1.0056559596215529
1015,1,2,Graduate,-0.2294681129246909,-1.3655419667473827,-2.5412129291574965
1016,1,2,Graduate,0.2975179785926887,-1.0881218192116013,-1.1892499087615285
1017,3,1,Dropout,-2.039000363685903,-0.9055291948512751,-0.5363238709547387
1018,2,3,Graduate,4.085488315181423,-0.33461485318237366,-0.1615803280878181
1019,3,1,Dropout,-2.9493800167831017,0.021994611618354126,-2.713009188140397
1020,1,2,Graduate,0.3378547736385466,-1.2428248159979498,-0.5718070849946744
1021,1,2,Graduate,1.9631036777215038,-1.3965916939519925,-0.8007779128898389
1022,1,2,Graduate,0.35656525802691097,-0.5408651121026277,-0.11901848774451274
1023,1,2,Graduate,1.6984856959222623,0.5313154109791313,-1.0668664012482816
1024,1,2,Graduate,0.5723743271451064,-0.636432695941737,-0.525127866807513
1025,1,2,Graduate,1.159502894087854,-0.7467714540866457,-1.9806333459076007
1026,1,1,Dropout,-1.3487610679020952,0.4284118980229227,-0.2811596290568305
1027,1,2,Graduate,-0.10292548268470388,-0.862758576423201,-0.4088275625860134
1028,1,2,Graduate,0.35159296116525285,-1.100440770074369,-0.21229537078086974
1029,1,2,Graduate,1.6992768539479965,-1.27669775296072,-0.19768203373474227
1030,1,2,Graduate,1.7629561635148576,-1.5456567441328313,-0.5017818289036667
1031,1,2,Graduate,0.1555987075698363,-1.201380492758422,-0.883457751910876
1032,1,2,Enrolled,0.3110013158006089,-0.637860567815527,-1.1001076395696037
1033,1,2,Graduate,0.6588433517195218,-1.144116053507734,0.9990340197301045
1034,1,2,Graduate,0.26885540161193766,-1.9845302686716166,-0.9912684417674972
1035,1,2,Dropout,-1.6791496395084922,-0.7681767289921791,-0.7007692795377404
1036,1,2,Enrolled,0.7458090216102276,-1.3587733450228188,-0.5732143691996008
1037,3,1,Dropout,-3.7649015176100797,-0.2114637122472365,-0.5875944356671546
1038,1,2,Graduate,0.5211168920574906,-1.5845717062087947,2.4200056741692832
1039,1,2,Graduate,-0.5576182306482084,-1.564693167918927,-2.7426029637994587
1040,1,2,Enrolled,0.456829414921801,-0.2893967371630012,-0.566682986518099
1041,1,2,Graduate,0.13643793569905777,-0.7381910156503232,-1.2560180573457922
1042,1,2,Graduate,1.7040112701730965,-0.09980222777585529,-1.2474813599253138
1043,1,2,Graduate,1.2999625019322074,0.9907386844139767,0.6178431890665984
1044,1,2,Graduate,1.81099768789373,-1.2933155046806863,-0.6072831987144088
1045,1,2,Graduate,0.6879552918071279,-0.7165180156462302,-1.1982446930624475
1046,3,1,Dropout,-3.000059657690991,2.0759013680441663,1.2890679624530772
1047,1,2,Dropout,0.7241967878202559,-2.081366271046825,2.3748489960885646
1048,1,2,Graduate,1.737569119322248,-1.2340757427125035,0.2867621364533822
1049,1,2,Graduate,1.4786562330781594,-1.4137479833783275,-0.7187985421788001
1050,1,2,Graduate,1.8096445320365742,-1.0176649979544468,0.8140869515566744
1051,3,1,Graduate,-5.386259046721736,-2.614620467628581,0.15089373724007876
1052,1,2,Graduate,1.7724668261249112,-1.2784085113800867,-0.05367523064022741
1053,1,2,Dropout,1.835517244050241,-1.3836110818096596,-0.05938062235252662
1054,1,2,Graduate,1.683888204010882,-0.6834857448552487,1.2641562989906292
1055,1,2,Graduate,2.0214797317685957,-1.958369920740777,0.1184614947657872
1056,1,2,Graduate,1.6884262799309062,-0.8811669071951234,-0.8758272466466465
1057,1,2,Dropout,1.5027304797762198,-1.5377220381156322,-0.6180148710837094
1058,1,2,Graduate,1.0319267733015347,-0.6503709477223839,-0.19997753489204761
1059,3,2,Dropout,-1.4827718233930098,1.7066518255682905,-0.365294106775954
1060,1,2,Graduate,1.4912770459261775,-0.21442618801049132,-0.35527384397195344
1061,2,3,Dropout,2.394561417731549,2.382363273019108,0.8142060930871626
1062,3,1,Dropout,-3.767742577151365,-0.16994617890702535,-0.33266095700713244
1063,1,2,Graduate,0.15802278794911076,0.656222164356586,1.199734436435947
1064,1,2,Graduate,2.016964430465003,-0.8876307929172577,1.04599668049862
1065,1,2,Enrolled,0.40624093940709033,-0.980045661295182,1.3607409746681098
1066,2,3,Dropout,3.518483950283733,2.8278849016031207,1.7061637465040564
1067,1,2,Graduate,1.0765408480613483,-1.9106270073602936,0.004641516539055524
1068,1,2,Graduate,-0.008725205536652042,-0.14012252656867866,-0.8042141066733907
1069,1,2,Graduate,1.6454926151435596,-0.8110411979535456,-1.5381092426310392
1070,1,2,Graduate,0.5355253985073734,-0.7236150596958532,-1.831838975767196
1071,1,2,Graduate,2.2075994237718835,-1.7403804380380272,-0.3053031615346574
1072,1,2,Graduate,0.803501983045749,-2.097610984593392,1.6872324157991077
1073,1,2,Enrolled,0.4170710131869307,-0.7725032167169961,1.057649663650861
1074,1,2,Graduate,0.07698819535920548,-1.5880953321205995,2.1335837023631568
1075,1,2,Graduate,0.6684899757984591,-0.6496089520711876,0.34490956166958836
1076,1,2,Graduate,0.3399263907815876,-1.1376194214071804,-1.6167454942314008
1077,2,3,Dropout,2.2786497688415523,1.5081044257871128,-0.32429440236217494
1078,1,2,Dropout,0.12386750899111688,-1.3421586780714434,0.8071624316387822
1079,3,1,Dropout,-5.749492949063842,-0.8828568917004425,-1.3374349219509043
1080,1,2,Graduate,1.5674178606124154,-1.1526715163877828,-2.0762878796091044
1081,1,2,Graduate,0.39189277502907355,-1.573504343634919,-0.7979643685251848
1082,1,2,Graduate,0.543377633733141,-1.367560666902286,-1.4447149637290255
1083,1,2,Enrolled,0.07358426762410171,-0.8647310980485992,-1.2034444826669106
1084,1,2,Graduate,1.4422657720884209,-2.215173822531842,0.8142830998336993
1085,1,2,Graduate,0.8554597324301342,-1.3784871824938956,-1.3021911108939799
1086,3,1,Dropout,-3.770091602562885,-0.1493450780179493,-0.6091474225651977
1087,1,2,Graduate,0.8409034177611165,-1.2276238669181965,-0.39909154667062957
1088,1,2,Graduate,-0.022613741207010124,-0.32914409264854866,0.9525684206866185
1089,1,2,Enrolled,1.0691526303943026,-0.48203606051427367,-1.9395916278495426
1090,3,1,Enrolled,-5.570930751107621,-1.389297007672904,0.3270024653393353
1091,1,2,Graduate,-0.36570330046397337,-0.8635407300942101,-0.1223981905162845
1092,3,1,Dropout,-3.326469108276548,0.11910765745707785,-0.6154174348117728
1093,1,2,Graduate,0.6566601871129639,-1.0293496237131174,-0.15672505623993085
1094,1,2,Dropout,0.7082290517433761,-0.771100100635003,-0.7947900979551102
1095,1,2,Graduate,1.790703942563289,-1.6521567813168523,-0.31763020611446013
1096,1,2,Dropout,-0.7864178975587678,0.6298083323171405,-1.2037981953999475
1097,3,1,Dropout,-3.149752258470451,2.7650996229996845,-1.6703364568986763
1098,1,2,Graduate,0.3221931533111833,-1.042356409462519,-0.3670051684760295
1099,1,2,Graduate,0.5626066454547479,-1.3102461049682395,0.09978724500220527
1100,1,2,Graduate,2.1187930942743733,-1.6521653186711431,-0.3884640510729446
1101,1,2,Dropout,0.9866435667962732,1.943344405579873,-3.8583686026880155
1102,3,1,Dropout,-4.577288907683405,0.6316609587517108,-1.62602929030006
1103,1,2,Enrolled,-0.031713507366006644,-0.7409882553405311,-1.278874141260684
1104,2,2,Enrolled,3.180938663957127,1.985503052133869,-1.7973264451063677
1105,1,2,Graduate,0.26854222318527315,-0.7561537818782954,-0.993390728355317
1106,3,1,Dropout,-5.54654800514199,-1.9166139473398005,-0.12748772556278337
1107,1,2,Dropout,2.013357776126148,-0.8563801175985242,-1.5073852289494167
1108,1,2,Graduate,1.563245525300241,-1.0237168539620145,-0.47202501851284184
1109,1,2,Dropout,1.356408349376469,2.4504342438919142,1.0294083935971208
1110,1,2,Graduate,-0.017913623796407686,-1.407663323465572,0.09396842334714109
1111,1,2,Graduate,0.5225007569014397,-0.8193180692945788,2.094252837603129
1112,1,2,Graduate,1.6830984689037818,-1.308695653123892,-1.242479282876283
1113,1,2,Enrolled,1.0829759230322535,-0.9892717619791552,-2.0637965917660184
1114,1,2,Enrolled,-0.2510898292099261,0.9143219213872943,0.8881511511753853
1115,1,2,Graduate,2.012602043289529,-0.9959034660971346,0.7132743908685075
1116,1,2,Graduate,1.831265113650206,-0.8575279958729309,-0.9834904402124724
1117,3,1,Dropout,-3.8148660675420483,-0.4076735778309162,1.328130241051302
1118,1,2,Graduate,1.3870373970542913,-0.5971799128494419,0.9701748579792272
1119,1,2,Enrolled,2.2858320298446175,-0.060331659276566196,0.5122139687937463
1120,1,2,Graduate,0.91937867890382,-1.5780970294281877,-0.5813492617112741
1121,1,2,Enrolled,0.9913308762230817,-1.5371572775829065,1.5913863154341799
1122,1,2,Graduate,-0.18784926583418535,-0.5218681531876984,-1.4148931394323712
1123,1,2,Graduate,1.7330885100711626,-0.6697677385910142,-1.198225846976941
1124,1,2,Graduate,0.8892103211065489,-0.9424215318518576,3.405095255786362
1125,1,2,Graduate,0.5757762407761329,-1.7862814389110337,1.2726510602713919
1126,1,2,Graduate,-0.295563017328775,-1.6458436153839904,0.5795341288072972
1127,1,2,Graduate,2.2128617639671884,0.2649849973501692,3.4204379619154763
1128,1,2,Graduate,-0.2210204914434152,-0.06926373044344838,-0.9720556613538918
1129,1,2,Graduate,0.029988082377535058,-2.0304929281011694,1.1626529854983776
1130,1,2,Graduate,1.6261726218089239,-1.6869651444020268,0.07724579196639228
1131,1,2,Graduate,2.0141864655222195,-1.8959175516479212,0.5066400810896842
1132,1,2,Graduate,1.5974450677364325,-0.6973977580483685,-0.6633495013420053
1133,1,2,Enrolled,-0.427074570675366,-1.1663083167810764,-0.160681616191075
1134,1,2,Graduate,1.8472104609611366,-1.6107883788762025,1.1847817378591765
1135,3,1,Dropout,-4.140113972995296,0.7830962594104823,-0.9016886774443544
1136,1,2,Dropout,0.9067763928287356,2.1297858330867507,-0.3963352757533392
1137,1,2,Graduate,0.8244856387950311,-2.0431961500749307,-0.42622922746916336
1138,1,2,Dropout,0.5852277624017255,-1.5501913483644159,0.06508362073623088
1139,1,2,Graduate,1.6252635241668212,-1.1459308674402469,-0.1398820206065707
1140,1,2,Graduate,1.4031971138569868,-1.2463080370822297,0.9199799564775657
1141,1,2,Graduate,2.0634361717054692,-0.674258001196886,-0.7606573361968402
1142,1,2,Enrolled,-0.37982150957803884,-1.1893346676724148,-0.5635417722297626
1143,1,2,Dropout,-0.3773659311134094,-1.6412846039580482,-0.29115892310456204
1144,1,2,Graduate,0.4810815358812667,-1.3062109741154824,1.8085839480018198
1145,1,2,Enrolled,-0.10213314834357917,-1.6429556641128673,-0.7634713690175184
1146,1,2,Graduate,0.3390817433539099,0.27821916201229097,-1.3937063936665515
1147,3,1,Enrolled,-5.544469866518444,-1.9216750109904124,-0.26493262479289037
1148,1,2,Graduate,-0.44450896209027635,0.29154321381325154,0.24869460022158626
1149,1,2,Enrolled,1.3798251964315005,0.09900727194609157,-0.9895993470823496
1150,1,2,Graduate,1.635482744641234,-0.751327440037025,0.9208330944085921
1151,1,2,Graduate,0.39332247804549825,-1.5426212652511575,-0.8373003774641371
1152,3,1,Dropout,-5.517036612722328,-2.1869618567283564,0.9552440616399983
1153,1,2,Enrolled,-0.3173729943104128,-0.7391563186954839,-2.0328765605171863
1154,1,2,Enrolled,0.8782902165598628,-1.0599099166073744,-0.23433699357923007
1155,1,2,Graduate,2.0623110763391637,-0.6527015537175631,-0.6769867810128853
1156,1,2,Enrolled,-0.00449179340433618,-0.8430716592878462,-1.4348681540950265
1157,1,2,Dropout,-0.32885934837143643,0.4536097805139082,-1.3877418397462777
1158,1,2,Graduate,0.6136577779844639,-1.6671769293397805,-0.9473414809336111
1159,1,2,Graduate,0.5792423772966593,-1.1776628408623886,0.876543173932417
1160,1,2,Graduate,0.21830911783028598,-1.7304657571623316,-1.4179844855911254
1161,3,2,Graduate,-0.5636076656519771,2.8865549485831554,1.2596791958917204
1162,1,2,Enrolled,1.7496760612315057,0.8144094624388931,1.1021601588582877
1163,1,2,Graduate,1.806308299464181,-1.2667370473723623,0.021018373731762966
1164,1,2,Graduate,0.4186128578440627,0.5031663599867705,1.155849393199254
1165,3,1,Dropout,-1.1720564899956003,2.74205142415945,-0.5701564137649989
1166,2,3,Graduate,3.2140987227327806,2.0773651039811645,3.841695862073929
1167,1,2,Dropout,1.5300577448089039,1.6812819960676972,0.08029424623311822
1168,1,2,Graduate,0.6119922105205048,0.12890955575044363,0.23136468571488003
1169,1,2,Dropout,0.7543015402934684,-2.00716304350736,-0.27636504017531394
1170,1,2,Graduate,-0.7493103625082939,-0.3353949438391376,0.16299495262931876
1171,1,2,Graduate,-0.5881969273720475,-0.3983912371493014,-0.611280872605025
1172,1,2,Graduate,1.7942544205273276,-1.381658461753679,-0.4338513443562053
1173,1,2,Dropout,-1.5767188633411025,-0.42936813241079763,0.22705002363897137
1174,1,2,Enrolled,-0.7439338379129997,0.5391779512055276,0.6986629185820881
1175,1,2,Graduate,0.4369772286913992,-0.4380161296535089,0.025865977598083022
1176,1,2,Dropout,-0.5142493200996088,-0.8061740199579523,-0.3589598086893152
1177,1,2,Graduate,0.8120950059746995,-1.0952973448960406,-0.6102269049988632
1178,1,2,Graduate,0.2565385292701098,-1.5955009951406627,2.2942547681276553
1179,1,2,Dropout,0.4451819549790923,2.0185311273117175,0.4404873002776102
1180,1,2,Graduate,2.080877476231778,-0.7810886735481746,0.002572459421773491
1181,1,2,Dropout,0.9048483482258873,1.291108903398886,-0.33269919671424
1182,1,2,Graduate,-0.025102150384579646,-0.9808667604265127,-0.5689992564835583
1183,1,2,Graduate,1.5824507161624561,-0.5765931450502454,-1.2207791531914636
1184,2,3,Dropout,3.2829089134810303,2.403667296262709,1.4135497066549807
1185,1,2,Enrolled,1.5037341167394467,-0.4726229367888453,-1.7017706897150915
1186,1,2,Graduate,0.7537889642605554,-1.0094687303225987,-0.1287877429466597
1187,2,3,Enrolled,3.629378450609279,2.3058684980171047,0.3337317857149548
1188,1,2,Dropout,-0.9515231023633889,-0.9267571733419501,-0.136844722154711
1189,1,2,Graduate,0.257473317674361,-0.3292643355280633,-0.9189431940903618
1190,1,2,Graduate,0.8441597894729487,-1.5177268825700967,0.5331246109005181
1191,3,1,Dropout,-2.4712795447851437,3.6637289530162604,-0.7256018838874626
1192,1,2,Graduate,1.6069368601460345,-0.8563403655781174,-0.3174333201249855
1193,3,1,Graduate,-5.379758696325434,-2.672458245554538,0.3866967275269696
1194,2,3,Graduate,5.768487877223086,2.5264976803601433,1.829778219698115
1195,2,3,Graduate,7.513824260761908,1.6742459075415368,0.8328342485873114
1196,1,2,Enrolled,1.0971954679793865,-0.9783946133219615,-0.6919332531929729
1197,3,1,Dropout,-3.3882683305487293,1.0364502533478344,1.699417565776534
1198,1,2,Dropout,0.22534670902116516,-0.3939861125007155,-1.5271150255382413
1199,1,2,Graduate,0.2842317078650218,-0.5513983849631965,1.073462321119003
1200,1,2,Graduate,1.3328438858820062,-0.8003871431362384,1.8461634348482605
1201,1,2,Graduate,0.8686914879047092,-1.5649346699558238,2.1893980209909696
1202,1,2,Graduate,0.1730026729400737,2.187943197271777,1.1015424566300867
1203,1,2,Dropout,-0.6536781815308051,1.5973316759229186,-0.1915394004939859
1204,1,2,Graduate,0.0997849437687749,-0.5801906194464547,-1.8211067581082585
1205,3,2,Dropout,-1.363958794990784,1.1927795006411703,-0.8398190754584314
1206,1,2,Graduate,2.1987860531993975e-4,0.8880907302965856,0.9946435099942301
1207,2,3,Graduate,5.3939628584088855,3.1538767644860233,-1.8698950972548285
1208,1,2,Enrolled,0.6964010871056319,2.5526997659811723,0.6201178603916063
1209,3,1,Dropout,-2.447500121069626,3.0880700817519657,1.7135023175106283
1210,1,2,Dropout,-0.10794077082229767,2.798001788570329,0.03513511917325214
1211,3,1,Dropout,-2.108869947170247,5.754211408334648,-4.38614229604848
1212,1,2,Enrolled,0.7918557516638103,-0.34176800098240556,-1.100796505330023
1213,2,2,Graduate,1.9787522187922109,1.8724673404068994,-0.04330462186900982
1214,1,2,Graduate,-0.4092339149482413,-0.7738336046235758,-1.124853158269407
1215,1,2,Enrolled,1.263124045345279,-1.5599816068213377,-1.0031860506522365
1216,1,2,Graduate,2.24661872527901,-2.2980369346561047,3.3003950059647336
1217,1,2,Graduate,0.5714789591369475,-0.7163322747239887,-1.2697980398857445
1218,1,2,Graduate,0.45773720064483775,-0.11283536599955629,1.066740710221969
1219,1,2,Graduate,1.5539206517109692,-1.056636361447939,-0.0811319382610466
1220,1,2,Graduate,0.15704076831434416,-2.2093897809628316,0.08023790096794066
1221,3,1,Dropout,-5.711147395942234,-1.3298720486414985,0.027982039762243692
1222,1,2,Graduate,1.9610277730530972,-1.2577127900005274,-0.13680121419502694
1223,3,1,Dropout,-3.816216041104919,4.424178747581983,1.0102268339159355
1224,1,2,Graduate,0.233755751197196,2.6044962762053747,0.45864236954832405
1225,1,2,Graduate,2.0554052371668017,-1.647387713332904,-0.324890400021133
1226,1,2,Graduate,1.0059289101623248,-2.7006675832672937,1.5823058534287393
1227,1,2,Graduate,-0.3381170036138583,-0.9596637010472455,2.1001326462171677
1228,1,2,Graduate,0.48009430846594936,-1.2344162091427833,0.4612550501938785
1229,1,2,Graduate,1.9375193061695297,-1.1801368049155667,-0.24112840383502862
1230,2,2,Enrolled,2.8320322230779955,0.5746387827018287,1.1717312428325577
1231,1,2,Graduate,0.6398450372038247,-0.4133836588228281,-1.0799726104431482
1232,1,2,Graduate,0.1676734296299505,-0.5430101205314056,-0.6934607233797703
1233,1,2,Graduate,1.1811965014233488,0.0164939381777146,0.5217591119838146
1234,1,2,Graduate,0.36427520311292694,-1.3366700643147706,-0.7601405386597843
1235,1,2,Graduate,1.7170665838201724,-1.2874456605095952,0.43608481920805436
1236,1,2,Dropout,-0.6218740848682223,0.7136232891935143,0.9337247027707816
1237,1,2,Graduate,1.6547511090498421,-1.3049941799788722,-0.10020401361986786
1238,3,1,Dropout,-2.239669707291185,-0.9998871859746036,0.2734374607453103
1239,1,2,Graduate,0.7884617830658832,-1.0594190928559037,2.4233023647403944
1240,3,1,Dropout,-3.0013917446602245,0.9826494767043156,-1.3396225105247233
1241,3,2,Dropout,-0.7277628602153488,2.3079325737806107,0.9583220713695811
1242,3,2,Dropout,-0.9884980027208273,1.8167979450860123,0.46402255919494567
1243,3,1,Enrolled,-1.0632301100075496,2.153109083292272,-0.6147238865109369
1244,1,2,Graduate,1.1926731948622633,-0.9127669122203191,2.196627608429384
1245,3,2,Dropout,-1.122297736828008,2.035859847414482,0.34388431804340763
1246,1,2,Dropout,-0.4064477671728815,0.8867155561240126,-0.05997135045898438
1247,1,2,Graduate,0.9253364292365882,-1.1340234629024852,-0.48442814117282673
1248,3,1,Dropout,-3.9186959594733595,0.01617196963893004,-1.4535770871660445
1249,1,2,Enrolled,0.26529842576720386,0.39533752298952574,1.0565143896683022
1250,1,2,Dropout,0.13202253799505825,0.05796783951191619,-1.3147892795180007
1251,1,2,Graduate,0.8408038845763274,-2.0499462483728412,1.7004926018734265
1252,1,2,Graduate,0.4021962470468125,-1.3690517940265479,-0.12187897507610528
1253,1,2,Graduate,0.7568194063835458,-1.641115861609188,-1.7575150951537881
1254,1,2,Graduate,0.47005907656642565,-0.9344081986003254,-0.7397183539358124
1255,1,2,Enrolled,-1.3540902796330638,-0.10370095900906821,0.6510157332856018
1256,1,2,Dropout,-1.0984832425331466,0.08328503544295225,-1.2912183388478997
1257,1,2,Graduate,0.38441583693450815,-1.0539365667226746,-1.4634334619516547
1258,1,2,Graduate,1.5858964262922053,-0.9382584951128098,-0.7346662206370994
1259,1,2,Graduate,1.7947027029243656,-1.5003067260793046,-0.7219892213007408
1260,1,2,Graduate,1.0395436702980962,-1.6968271819352412,0.30955165062569273
1261,1,2,Graduate,0.4093233538229029,-1.1569148372044613,-0.07362046135617721
1262,3,1,Dropout,-2.2245520589424963,0.8737382984052224,0.45109865487373885
1263,3,1,Dropout,-3.9670687647978182,0.20295878200636752,-0.4698760517735489
1264,1,2,Graduate,1.124274106652173,-0.04347347573123683,0.9026240638436265
1265,1,2,Graduate,1.5677802453332406,-1.4952887063262539,-0.5404747382295619
1266,1,2,Graduate,2.038556238792132,-1.6918346541960418,-0.3651844349464932
1267,1,2,Graduate,0.6968771440465008,0.09280856884599858,-2.1561727549267764
1268,1,2,Graduate,1.6387467647468492,-1.2981084850839677,-0.9193045096913502
1269,2,3,Enrolled,3.0143220309772385,2.3754469786304875,1.246516388287449
1270,3,1,Dropout,-1.6847447289860153,0.6940982056545407,0.043555146462605276
1271,1,2,Enrolled,0.6328463825523183,-0.3536339076624739,-0.927329713309415
1272,1,2,Graduate,-0.4127707842952928,-1.5623841530132947,-0.29117961953457405
1273,1,2,Dropout,-0.879968936855421,-0.7052217132804418,0.8776146509130783
1274,3,1,Dropout,-3.16336293259369,1.1936283914022963,-0.008099136598882286
1275,1,2,Graduate,0.1090115516751496,1.6511094753859268,1.8305501830279713
1276,1,2,Graduate,0.5283356451310358,-1.3321703831238147,-0.3776969979365536
1277,1,2,Graduate,0.4058545923149317,-1.018967946685814,-1.0610003999688091
1278,1,2,Dropout,-0.46136026930342083,1.167851876662702,0.6939741738888834
1279,1,2,Enrolled,-0.08274833782547124,0.4177248956359611,0.6057644348484129
1280,1,2,Graduate,0.6470265398543906,-1.45516781294704,-1.4785987259566133
1281,1,2,Graduate,0.5509770999596656,-1.8126580335312952,0.42627082107463016
1282,1,2,Graduate,1.5115745490021228,-1.0242384425933826,-0.7798215572730928
1283,3,1,Dropout,-3.429481726652808,1.1519488038049548,-1.5217513868248045
1284,1,2,Graduate,0.6506518876097432,-2.349009803788535,3.2215142307230247
1285,1,2,Graduate,-0.5821335866368815,-0.7073919201365525,-0.5040405360348491
1286,1,2,Dropout,1.0466967638027238,-0.4730788711135616,-0.7839867669834693
1287,1,2,Enrolled,0.3877646813500345,-1.3701815157180464,-0.25977743808942694
1288,1,2,Graduate,0.26626209958862235,-0.5275592614231324,0.6453327739797378
1289,1,2,Graduate,0.30897710089083213,-0.3591120547746582,-0.8741063467595791
1290,1,2,Graduate,1.274381730692378,-0.108379109535182,-1.8580959850149188
1291,1,2,Enrolled,0.4482359026464638,-0.719712085655051,-0.8115592523753263
1292,1,2,Graduate,1.5402485762622056,-0.40995433797297604,1.1384840993785945
1293,1,2,Dropout,0.17983190747458455,1.082169652861486,0.403000756817725
